"","Species.ID","Length","Gear.Type","Data.Type"
"1","ACANCH",17,"SA","Survey"
"2","ACANCH",22,"SA","Survey"
"3","ACANCH",24,"SA","Survey"
"4","ACANCH",24,"SA","Survey"
"5","ACANCH",19,"SA","Survey"
"6","ACANCH",23,"SA","Survey"
"7","ACANCH",22,"SA","Survey"
"8","ACANCH",25,"SA","Survey"
"9","ACANCH",27,"SA","Survey"
"10","ACANCH",22,"SA","Survey"
"11","ACANCH",18,"SA","Survey"
"12","ACANCH",18,"SA","Survey"
"13","ACANCH",23,"SA","Survey"
"14","ACANCH",25,"SA","Survey"
"15","ACANCH",25,"SA","Survey"
"16","ACANCH",24,"SA","Survey"
"17","ACANCH",25,"SA","Survey"
"18","ACANCH",26,"SA","Survey"
"19","ACANCH",25,"SA","Survey"
"20","ACANCH",25,"SA","Survey"
"21","ACANCH",4.53013606000574,"SA","Survey"
"22","ACANCH",5.0192318556311,"SA","Survey"
"23","ACANCH",5.7032905141375,"SA","Survey"
"24","ACANCH",4.46296058302089,"SA","Survey"
"25","ACANCH",5.27689918936567,"SA","Survey"
"26","ACANCH",5.61169932987209,"SA","Survey"
"27","ACANCH",4.98271093989986,"SA","Survey"
"28","ACANCH",6.05376485662477,"SA","Survey"
"29","ACANCH",6.95356787643312,"SA","Survey"
"30","ACANCH",4.67578409463831,"SA","Survey"
"31","ACANCH",5.16478422769535,"SA","Survey"
"32","ACANCH",5.74458998055748,"SA","Survey"
"33","ACANCH",4.72114151553051,"SA","Survey"
"34","ACANCH",18,"SA","Survey"
"35","ACANCH",18,"SA","Survey"
"36","ACANCH",25,"SA","Survey"
"37","ACANCH",25,"SA","Survey"
"38","ACANCH",25,"SA","Survey"
"39","ACANCH",27,"SA","Survey"
"40","ACANCH",21,"SA","Survey"
"41","ACANCH",22,"SA","Survey"
"42","ACANCH",22,"SA","Survey"
"43","ACANCH",21.6985831151907,"SA","Survey"
"44","ACANCH",22.2125873569605,"SA","Survey"
"45","ACANCH",21.1111033241721,"SA","Survey"
"46","ACANCH",21.9614967667184,"SA","Survey"
"47","ACANCH",22.1609551352785,"SA","Survey"
"48","ACANCH",24.0468387732622,"SA","Survey"
"49","ACANCH",22.6236750890224,"SA","Survey"
"50","ACANCH",24.9479972428894,"SA","Survey"
"51","ACANCH",21.9452890895963,"SA","Survey"
"52","ACANCH",20.624953939109,"SA","Survey"
"53","ACANCH",20,"SA","Survey"
"54","ACANCH",23,"SA","Survey"
"55","ACANCH",25,"SA","Survey"
"56","ACANCH",22.5081936956819,"SA","Survey"
"57","ACANCH",22.7751873314331,"SA","Survey"
"58","ACANCH",22.6231350859514,"SA","Survey"
"59","ACANCH",23.3960333142963,"SA","Survey"
"60","ACANCH",22.8357436171679,"SA","Survey"
"61","ACANCH",22.2984410887794,"SA","Survey"
"62","ACANCH",23.3466752824069,"SA","Survey"
